customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Multiple lines ,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges, Total charges ,Churn,Tenure_Group,Monthly_Charges_Group
2869-ADAWR,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,89.3,4018.5,Yes,25–48 months,60–90
1535-VTJOQ,Female,0,No,No,24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card,25.15,603.6,No,13–24 months,Below 30
6368-TZZDT,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card,19.5,78.0,No,0–12 months,Below 30
0943-ZQPXH,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,92.95,4089.8,No,25–48 months,Above 90
1293-BSEUN,Female,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,20.7,1490.4,No,61+ months,Below 30
9894-EZEWG,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,74.3,74.3,Yes,0–12 months,60–90
1302-TPUBN,Male,0,No,No,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,19.35,1277.1,No,61+ months,Below 30
7851-FLGGQ,Male,0,No,No,1,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,44.65,44.65,Yes,0–12 months,30–60
0637-UBJRP,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1092.65,Yes,13–24 months,60–90
0940-OUQEC,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,80.7,807.0,Yes,0–12 months,60–90
2378-VTKDH,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.35,6782.75,No,61+ months,Above 90
0927-CNGRH,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.55,19.55,No,0–12 months,Below 30
8608-OZTLB,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2813.9,No,25–48 months,60–90
2335-GSODA,Male,0,No,Yes,23,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,922.3,No,13–24 months,30–60
1952-DVVSW,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,201.0,No,0–12 months,Below 30
0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.7,406.8,Yes,0–12 months,Above 90
6656-GULJQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,83.55,6015.6,No,61+ months,60–90
9853-JFZDU,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.85,1989.75,No,25–48 months,30–60
1963-VAUKV,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,20.4,Yes,0–12 months,Below 30
3777-XROBG,Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card,19.55,1133.9,No,49–60 months,Below 30
6994-FGRHH,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,106.15,7430.5,No,61+ months,Above 90
4000-VGMQP,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card,78.95,3000.1,No,25–48 months,60–90
3999-WRNGR,Female,0,Yes,Yes,60,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,2985.0,No,49–60 months,30–60
3466-RITXD,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,92.4,2402.4,No,25–48 months,Above 90
2680-XKKNJ,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,58.2,465.6,No,0–12 months,30–60
3058-HJCUY,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,102.6,4206.6,Yes,25–48 months,Above 90
2974-GGUXS,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,91.95,3310.2,No,25–48 months,Above 90
7994-XIRTR,Male,1,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer,65.25,3523.5,No,49–60 months,60–90
3259-FDWOY,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,106.0,7526.0,Yes,61+ months,Above 90
2101-RANCD,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.1,4020.5,No,49–60 months,60–90
7921-BEPCI,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer,59.75,4302.0,No,61+ months,30–60
0807-ZABDG,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,165.3,Yes,0–12 months,30–60
8510-TMWYB,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,59.8,3229.2,No,49–60 months,30–60
3258-ZKPAI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,116.6,8395.2,No,61+ months,Above 90
1428-IEDPR,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.3,5683.6,No,49–60 months,Above 90
5298-GSTLM,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,101.4,6084.0,No,49–60 months,Above 90
4450-YOOHP,Female,0,No,No,39,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,50.65,1975.35,No,25–48 months,30–60
6728-CZFEI,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,56.15,842.25,No,13–24 months,30–60
5748-RNCJT,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,106.5,7348.5,Yes,61+ months,Above 90
3653-NCRDJ,Male,0,Yes,Yes,43,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,19.2,825.6,No,25–48 months,Below 30
6121-TNHBO,Female,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,83.0,5229.0,No,61+ months,60–90
5119-NZPTV,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,140.2,No,0–12 months,60–90
6519-ZHPXP,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,108.3,7797.6,No,61+ months,Above 90
7739-LAXOG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,91.05,2913.6,Yes,25–48 months,Above 90
3472-QPRCH,Male,0,Yes,Yes,40,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card,25.25,1010.0,No,25–48 months,Below 30
8224-UAXBZ,Female,0,Yes,No,58,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2630.3,No,49–60 months,30–60
9610-WCESF,Male,0,No,No,67,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,2941.3,No,61+ months,30–60
9776-CLUJA,Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3952.5,Yes,49–60 months,60–90
2486-WYVVE,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,79.3,2458.3,No,25–48 months,60–90
3865-ZYKAD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,84.9,5858.1,No,61+ months,60–90
1422-DGUBX,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2536.0,No,25–48 months,60–90
2999-AANRQ,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card,71.05,1492.05,No,13–24 months,60–90
8668-KNZTI,Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2795.0,No,49–60 months,30–60
0480-KYJVA,Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card,24.25,1746.0,No,61+ months,Below 30
6034-ZRYCV,Female,0,Yes,No,72,No,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,54.2,3902.4,Yes,61+ months,30–60
9746-YKGXB,Male,0,Yes,Yes,52,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,44.25,2301.0,No,49–60 months,30–60
3926-YZVVX,Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer,50.05,2052.05,No,25–48 months,30–60
6000-UKLWI,Male,0,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,826.15,No,25–48 months,Below 30
2079-FBMZK,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,415.5,Yes,0–12 months,60–90
6332-FBZRI,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,69.35,4646.45,No,61+ months,60–90
2096-XOTMO,Female,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.35,309.6,No,13–24 months,Below 30
3266-FTKHB,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.15,325.55,No,13–24 months,Below 30
8221-EQDGL,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0,2135.0,No,25–48 months,60–90
2346-LOCWC,Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card,20.5,1189.0,No,49–60 months,Below 30
6608-QQLVK,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,0–12 months,30–60
0298-XACET,Male,0,Yes,Yes,52,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2610.4,No,49–60 months,30–60
7560-QJAVJ,Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,79.6,5572.0,No,61+ months,60–90
2995-YWTCD,Female,0,Yes,Yes,19,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,24.9,473.1,No,13–24 months,Below 30
3551-HUAZH,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,0–12 months,60–90
9137-UIYPG,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.9,3741.5,No,25–48 months,Above 90
2809-ZMYOQ,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,3243.2,No,25–48 months,Above 90
5084-OOVCJ,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,55.35,940.95,No,13–24 months,30–60
0254-WWRKD,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card,50.55,3386.85,No,61+ months,30–60
7727-SHVZV,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,19.5,175.5,No,0–12 months,Below 30
6302-JGYRJ,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,79.45,2462.95,Yes,25–48 months,60–90
5339-PXDVH,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.65,362.6,No,0–12 months,Above 90
2205-LPVGL,Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer,89.85,5211.3,No,49–60 months,60–90
8782-NUUOL,Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,79.0,4740.0,No,49–60 months,60–90
3685-YLCMQ,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6069.7,Yes,49–60 months,Above 90
7601-WFVZV,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.55,19.55,No,0–12 months,Below 30
4609-KNNWG,Female,0,Yes,Yes,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,537.3,No,25–48 months,Below 30
4868-AADLV,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,116.25,7672.5,No,61+ months,Above 90
9529-OFXHY,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,87.75,1316.25,No,13–24 months,60–90
8634-MPHTR,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.05,4702.35,Yes,25–48 months,Above 90
2669-QVCRG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,81.3,3333.3,No,25–48 months,60–90
2478-EEWWM,Male,0,Yes,No,59,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.3,2613.7,No,49–60 months,30–60
9174-IHETN,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,70.35,3517.5,No,49–60 months,60–90
2233-TXSIU,Male,0,Yes,Yes,17,No,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card,44.45,755.65,No,13–24 months,30–60
9644-UMGQA,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,294.9,No,0–12 months,30–60
3256-EZDBI,Male,1,Yes,No,51,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,29.45,1501.95,No,49–60 months,Below 30
8761-NSOBC,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.55,4424.2,Yes,25–48 months,Above 90
0419-YAAPX,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,85.3,4179.7,No,49–60 months,60–90
8413-VONUO,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,95.65,191.3,Yes,0–12 months,Above 90
0872-CASZJ,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4076.9,No,49–60 months,60–90
4726-DLWQN,Male,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,70.35,3517.5,No,49–60 months,60–90
8164-OCKUJ,Female,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.6,1215.4,No,49–60 months,Below 30
3094-JOJAI,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1334.7,No,13–24 months,60–90
9494-MRNYX,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,750.5,No,0–12 months,60–90
2599-CZABP,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,624.4,No,13–24 months,30–60
7945-PRBVF,Male,0,No,No,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,21.45,750.75,No,25–48 months,Below 30
4544-RXFMG,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,347.6,No,0–12 months,30–60
0859-YGKFW,Male,0,Yes,Yes,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer,20.05,360.9,No,13–24 months,Below 30
1150-FTQGN,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,94.15,5649.0,No,49–60 months,Above 90
9223-UCPVT,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,94.4,Yes,0–12 months,Above 90
7196-LIWRH,Female,0,No,No,6,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.55,117.3,No,0–12 months,Below 30
5448-VWNAM,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1442.1,No,13–24 months,60–90
1177-XZBJL,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,64.15,3399.95,No,49–60 months,60–90
3518-FSTWG,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,109.55,7887.6,No,61+ months,Above 90
9330-VOFSZ,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,110.8,6648.0,No,49–60 months,Above 90
4351-QLCSU,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,55.0,55.0,Yes,0–12 months,30–60
0939-EREMR,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,694.85,No,13–24 months,30–60
9389-ACWBI,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,69.95,349.75,No,0–12 months,60–90
5419-JPRRN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,0–12 months,Above 90
3644-QXEHN,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1261.0,No,13–24 months,Above 90
2911-IJORQ,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,90.6,3352.2,No,25–48 months,Above 90
5921-NGYRH,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.55,4707.2,No,61+ months,60–90
2100-BDNSN,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,67.95,339.75,Yes,0–12 months,60–90
5998-DZLYR,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,94.35,5755.35,No,61+ months,Above 90
0488-GSLFR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,0–12 months,60–90
9318-NKNFC,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,0–12 months,Below 30
3985-HOYPM,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,504.4,No,25–48 months,Below 30
9728-FTTVZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,0–12 months,60–90
9548-LERKT,Male,0,Yes,No,24,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,474.0,No,13–24 months,Below 30
6576-FBXOJ,Male,0,Yes,No,17,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,54.6,928.2,No,13–24 months,30–60
4310-KEDTB,Female,0,No,Yes,26,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,29.8,774.8,No,25–48 months,Below 30
7254-IQWOZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,0–12 months,60–90
2474-BRUCM,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,101.85,4074.0,Yes,25–48 months,Above 90
4062-HBMOS,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5358.6,No,49–60 months,Above 90
0742-NXBGR,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,0–12 months,60–90
2676-ISHSF,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,20.3,No,0–12 months,Below 30
9236-NDUCW,Female,0,No,No,21,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,737.1,No,13–24 months,30–60
4753-PADAS,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,105.7,7081.9,No,61+ months,Above 90
6103-QCKFX,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,56.25,2475.0,No,25–48 months,30–60
7781-EWARA,Male,0,Yes,Yes,70,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,60.35,4224.5,No,61+ months,60–90
6110-OHIHY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.25,237.75,Yes,0–12 months,60–90
7018-FPXHH,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,59.8,3348.8,No,49–60 months,30–60
5889-LFOLL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.6,1099.8,Yes,13–24 months,60–90
5708-EVONK,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,93.4,5417.2,Yes,49–60 months,Above 90
8708-XPXHZ,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,3956.4,Yes,25–48 months,Above 90
0616-ATFGB,Male,1,Yes,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,25.05,25.05,Yes,0–12 months,Below 30
0572-ZJKLT,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,99.65,4583.9,No,25–48 months,Above 90
5135-RDDQL,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer,50.65,3190.95,No,61+ months,30–60
1353-LJWEM,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,669.9,No,0–12 months,60–90
1794-SWWKL,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,59.65,894.75,No,13–24 months,30–60
6166-YIPFO,Male,0,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,64.7,4658.4,No,61+ months,60–90
7016-BPGEU,Female,0,No,No,29,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,25.1,727.9,Yes,25–48 months,Below 30
6876-ADESB,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,0–12 months,30–60
9332-GYWLO,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,329.1,No,0–12 months,30–60
1963-SVUCV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,0–12 months,30–60
4184-VODJZ,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,91.35,5755.05,No,61+ months,Above 90
0220-EBGCE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,171.7,Yes,0–12 months,60–90
1092-WPIVQ,Female,0,Yes,Yes,18,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,25.1,451.8,No,13–24 months,Below 30
7233-IOQNP,Female,0,Yes,No,43,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,34.0,1462.0,No,25–48 months,30–60
2834-JKOOW,Female,0,No,No,15,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,688.5,No,13–24 months,30–60
2754-VDLTR,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.2,952.0,Yes,0–12 months,Above 90
2400-FEQME,Male,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.5,1127.5,No,49–60 months,Below 30
3190-XFANI,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,100.6,4929.4,Yes,49–60 months,Above 90
7551-DACSP,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,331.8,Yes,0–12 months,30–60
4957-SREEC,Male,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card,20.35,1424.5,No,61+ months,Below 30
7235-NXZCP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,149.7,Yes,0–12 months,60–90
0230-UBYPQ,Male,1,Yes,No,63,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer,36.1,2274.3,No,61+ months,30–60
4923-ADWXJ,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,65.8,1645.0,No,25–48 months,60–90
